y,proba
0.0,0.28103452586590194
0.0,0.4651517681088171
0.0,0.3527929830180201
0.0,0.1578180153970636
0.0,0.27664767173502236
0.0,0.19026003795357926
0.0,0.3203283077054345
0.0,0.4350131376634192
0.0,0.2848489585673971
0.0,0.427918988394397
0.0,0.24716539719120756
0.0,0.21599843861610368
0.0,0.23410363614891452
0.0,0.3556147385586961
0.0,0.41496881496897664
0.0,0.37938032636601937
0.0,0.49900482084216424
0.0,0.13632303964363973
0.0,0.45385475230187533
0.0,0.1958339967198177
0.0,0.4018914357024521
0.0,0.378929471152997
0.0,0.2718826167489721
0.0,0.42098448288150414
0.0,0.39134599187661323
0.0,0.4578887401078434
0.0,0.18414173161928316
0.0,0.46441986198613716
0.0,0.2103598809704244
0.0,0.10868582074467473
0.0,0.4830843536915973
0.0,0.13992502738641763
0.0,0.328347811370332
0.0,0.3013975278075999
0.0,0.17836953776758108
0.0,0.38917648507052616
0.0,0.11334174775830545
0.0,0.3005751711935898
0.0,0.10024212683279761
0.0,0.18598317484957513
0.0,0.33831070058957335
0.0,0.4741711781623852
1.0,0.545932326276939
0.0,0.46775938900888714
0.0,0.12392337197531247
0.0,0.4025284381867067
0.0,0.347692873824321
0.0,0.17396133801995642
0.0,0.34501958192963567
0.0,0.231448926828317
0.0,0.37698921467348834
0.0,0.2775570866697935
0.0,0.18147494616073928
0.0,0.39580954635140086
0.0,0.1837335409254939
0.0,0.2303814522837637
0.0,0.3653680989799588
0.0,0.12474190649448699
0.0,0.13245360752771745
0.0,0.1132891880369363
0.0,0.29735663177855903
0.0,0.394261840785494
0.0,0.4254067466332061
0.0,0.17784974608966453
0.0,0.2721215472340589
0.0,0.42275325283737775
0.0,0.4240713023350372
0.0,0.10335968536013014
0.0,0.22143846644239235
0.0,0.5040434911850614
0.0,0.4914525524873934
0.0,0.18818510839498653
0.0,0.34203272859131517
0.0,0.24460520435976693
0.0,0.33004524552559383
0.0,0.14347641746486356
0.0,0.15163984474875591
0.0,0.22558531131028065
0.0,0.12997249174752146
0.0,0.3937638978726572
0.0,0.14268722868194572
0.0,0.11334239292460381
0.0,0.4346278008279941
0.0,0.2715052233857071
0.0,0.4430073206486823
0.0,0.22871673912732848
0.0,0.15521746574244086
0.0,0.17569835834996028
0.0,0.40659959442132476
0.0,0.38372584914132446
0.0,0.3194951197905096
0.0,0.5031263377893571
0.0,0.3478849033998708
0.0,0.16605435914240116
0.0,0.2967112584651246
0.0,0.18684264854947413
0.0,0.4869413123615802
0.0,0.3314847513660551
0.0,0.4191086386035491
0.0,0.2909070429882247
0.0,0.3388787792360609
0.0,0.31737916018726353
0.0,0.15205966466837922
0.0,0.3632611637508526
0.0,0.33908847527133745
0.0,0.18007623414401822
0.0,0.13381737383542605
0.0,0.16133344778949643
0.0,0.16855776131821765
0.0,0.32287401182364134
1.0,0.5901714464524004
0.0,0.337755057399755
0.0,0.4708733213731432
0.0,0.24592948311270194
0.0,0.3206155576772104
0.0,0.179675283086768
0.0,0.1245440650465307
0.0,0.13679175421812953
0.0,0.4243170270091752
0.0,0.18524081829832156
0.0,0.5024604588957815
0.0,0.18628235268062193
0.0,0.40561955270379124
0.0,0.32476179659439897
0.0,0.2942545459419791
0.0,0.1727776431944371
0.0,0.20026417028246604
0.0,0.4406181063608128
0.0,0.3147747305703217
0.0,0.2620381920737625
0.0,0.26005674821729263
0.0,0.12881431213727693
0.0,0.3732034816760319
0.0,0.19798517124481102
0.0,0.1517933025090793
0.0,0.43128945692783593
0.0,0.18124389842566185
0.0,0.17472147187331571
0.0,0.4230323364870088
0.0,0.22377562732671125
0.0,0.3768585924021529
0.0,0.23157566404727134
0.0,0.2751143824505254
0.0,0.45959204943926146
0.0,0.13090096516146218
0.0,0.289268494960943
0.0,0.26426164650344364
0.0,0.22872782981949583
0.0,0.4287467835706784
0.0,0.1062309155895304
0.0,0.27745846174098504
0.0,0.2601722616311177
0.0,0.25039225362684375
0.0,0.3518951810287646
0.0,0.2325010899821332
0.0,0.4399763278254992
0.0,0.10152572088469894
0.0,0.3516137847035964
0.0,0.4401405774933178
0.0,0.1339366932638235
0.0,0.45335124066462373
0.0,0.16631167878064518
0.0,0.28218344634681514
0.0,0.3444753795121072
0.0,0.28209012658292515
0.0,0.1764447742793505
0.0,0.20894122256890296
0.0,0.18982891910737953
0.0,0.22135166657794098
0.0,0.33166932658699533
0.0,0.11976089486086063
0.0,0.18252363069685462
0.0,0.5062424574915707
0.0,0.39676770327028077
0.0,0.21707236713897637
0.0,0.3434118119025005
0.0,0.19006228989583585
0.0,0.5027712140479329
0.0,0.2622365587351099
0.0,0.2872011189377689
0.0,0.23507988060590612
0.0,0.24970999987953305
0.0,0.36765122204099043
0.0,0.18172818175054728
0.0,0.3599446701118073
0.0,0.5018476169730697
0.0,0.17947173183763865
0.0,0.4418175771103894
0.0,0.29185640878057595
0.0,0.2411819654794532
1.0,0.5624777769428778
0.0,0.1798369984028378
0.0,0.33452363344802116
0.0,0.471075418379705
0.0,0.4126343590645595
0.0,0.4229702337966208
0.0,0.3649366290603061
0.0,0.5016394286712714
0.0,0.3954377707512484
0.0,0.3942332559877262
0.0,0.30260382470386815
0.0,0.40198496912970727
0.0,0.1435902499052047
0.0,0.118923133871642
0.0,0.15754463147500958
0.0,0.22316571879281258
0.0,0.3733738604269393
0.0,0.27972193485601904
0.0,0.2501107617252609
0.0,0.410581886123613
0.0,0.2695094001751326
0.0,0.46611190460828333
0.0,0.317745934867413
0.0,0.4006336827964728
0.0,0.4344524760222973
0.0,0.14087797119986162
0.0,0.4729415048323088
0.0,0.2604980182688517
0.0,0.27195098608038537
0.0,0.25533685960753755
0.0,0.460189390120719
0.0,0.2233934788222889
0.0,0.4183401148593273
0.0,0.1800252712000568
0.0,0.39601039959237105
0.0,0.40179976647730276
0.0,0.12962887887473304
0.0,0.36076081930186354
0.0,0.3622580657131905
0.0,0.48479798952717157
0.0,0.4667342857265907
0.0,0.3315743924861512
0.0,0.3705373359180486
0.0,0.3813164840238473
0.0,0.3640583101402656
0.0,0.2150047871083952
0.0,0.4337781033903524
0.0,0.2921182146896868
0.0,0.44856287695361474
0.0,0.4194848725039195
0.0,0.38078286463721756
0.0,0.4952432943556534
0.0,0.43754539292579775
0.0,0.3387666617214399
0.0,0.43070390554692495
0.0,0.13021136292692148
0.0,0.2860255017569212
0.0,0.11484915807649704
0.0,0.2433647324621947
0.0,0.20746568578206595
0.0,0.4244625056746312
0.0,0.4887271089233939
0.0,0.42162464698655766
0.0,0.47802687141691236
0.0,0.4165299095204603
0.0,0.18823958924156514
0.0,0.27397534676364066
0.0,0.4931779482963461
0.0,0.43312875972127873
0.0,0.19522533326774494
0.0,0.4868906005165303
0.0,0.4648896957718337
0.0,0.2768414312131803
0.0,0.12769710136170406
0.0,0.40767968036999025
0.0,0.273600649897017
0.0,0.14401514213981698
0.0,0.19432998639552518
0.0,0.3079703137133205
0.0,0.19138671921399153
0.0,0.24516881549350106
0.0,0.4035867012105673
0.0,0.2873977949285353
0.0,0.2090626756631324
0.0,0.11108176673106872
0.0,0.13118730113741134
0.0,0.4529650219087604
0.0,0.25351848732877535
0.0,0.3474442431772149
0.0,0.3427542741258131
0.0,0.16588992266163766
0.0,0.28280517667840266
0.0,0.43400002295007856
0.0,0.480144362216648
0.0,0.21066132880103056
0.0,0.33227138960591873
0.0,0.2547987759142514
0.0,0.4257580306950096
0.0,0.45102692400425337
0.0,0.30660165703233927
0.0,0.15178214759360434
0.0,0.3099163669892929
0.0,0.43741376661070197
0.0,0.10780607610617499
0.0,0.21942336533069745
0.0,0.46203673723604677
0.0,0.49872974847488183
0.0,0.19009629845309634
0.0,0.1731626865429895
0.0,0.13622389368990134
0.0,0.11588354728853587
0.0,0.14414961448521563
0.0,0.12217239940632305
0.0,0.49686221983555123
0.0,0.4925541060073185
0.0,0.1208135687502126
0.0,0.47433066385329825
0.0,0.41717479126300405
0.0,0.15011024159449612
0.0,0.3088783444532818
0.0,0.2995042308774556
0.0,0.3756721898813138
0.0,0.35680477625200213
0.0,0.10000141285578913
0.0,0.3600588733620258
0.0,0.4468274196949127
0.0,0.17125116263510898
0.0,0.3020957123884842
0.0,0.29041719843379793
0.0,0.4502359139730925
0.0,0.24826389033412508
0.0,0.24815922144807823
0.0,0.5076718750394508
0.0,0.2919869957016654
0.0,0.4465372851114189
0.0,0.11410238404232766
0.0,0.29642571179637767
0.0,0.24399494825230686
0.0,0.1348315650794031
0.0,0.3011541526347526
0.0,0.23753116848979106
0.0,0.24003477625543312
0.0,0.39711867480853014
0.0,0.19133955803400163
0.0,0.1348627113209635
0.0,0.19449384400366232
0.0,0.5067784485023251
0.0,0.443475386690381
0.0,0.464678273554621
0.0,0.43527759633822594
0.0,0.39613510897004345
0.0,0.3161431145075011
0.0,0.43276325882174727
0.0,0.3622554365847549
0.0,0.3540509099969249
0.0,0.3949550770238557
0.0,0.3332980300011952
0.0,0.4746785488034517
0.0,0.27487160083683126
1.0,0.5515654901475906
0.0,0.2982950497499164
0.0,0.16397867437359365
0.0,0.26618015139077655
0.0,0.1035256260806958
0.0,0.4870247945173378
0.0,0.24039017776972252
0.0,0.34486169890871043
0.0,0.4376607293005794
0.0,0.231363490326584
0.0,0.17307982167923647
0.0,0.33550092523104513
0.0,0.19445730209952042
0.0,0.481836179691815
0.0,0.5078362883319086
0.0,0.11948853427627079
0.0,0.25918885236304146
0.0,0.4004551653586276
0.0,0.2325120425007008
0.0,0.1980946022047822
0.0,0.35134420290029045
0.0,0.3376901632352245
0.0,0.12326297859753431
0.0,0.3542822181071783
0.0,0.3861088326375859
0.0,0.4208023558140783
0.0,0.15690817322338171
0.0,0.15632121783206726
0.0,0.2994481452282579
0.0,0.24274061653854762
0.0,0.3532417154092894
0.0,0.22230608280447073
0.0,0.2633341100269667
0.0,0.3833116974213737
0.0,0.31149628662469586
0.0,0.16986352197434101
0.0,0.2506805166269084
0.0,0.3502256732008089
0.0,0.3559769811363426
0.0,0.16967715800403868
0.0,0.3757057792218188
0.0,0.19928141730337193
0.0,0.2150796384362467
0.0,0.3739694042953128
0.0,0.19466995420480776
0.0,0.1371245045159482
0.0,0.5055505158913662
0.0,0.2244977729428682
0.0,0.16055141644394966
0.0,0.33431972820295613
0.0,0.23023560263649925
0.0,0.16752138216732462
0.0,0.22540455295667092
0.0,0.4579920193711484
0.0,0.4613995295564982
0.0,0.4545987428058298
0.0,0.3096737219969151
0.0,0.2178001973204286
0.0,0.34247039299325066
0.0,0.3490860086596474
0.0,0.2628831026493943
0.0,0.1783951475635601
0.0,0.445477512309306
0.0,0.19359925796098482
0.0,0.3679313842150983
0.0,0.43267148869468686
0.0,0.4979346648713976
0.0,0.4179135508788614
0.0,0.37297847661443395
0.0,0.3910168901713197
0.0,0.3408563843734037
0.0,0.35000311942308726
0.0,0.43487833959148037
0.0,0.41145010721316966
0.0,0.3226472866220411
0.0,0.2550806273333488
0.0,0.349813760276503
0.0,0.276408847165462
0.0,0.4274748406164991
0.0,0.4970552206516886
0.0,0.2825211071303742
0.0,0.3508107446684682
0.0,0.3271897840807809
0.0,0.47339383575401894
0.0,0.4399246985761571
0.0,0.3228536266874516
0.0,0.2737346450656727
0.0,0.1400814852642116
0.0,0.15120608045688075
0.0,0.29160588784194275
0.0,0.27791345100271225
0.0,0.22102553731848412
0.0,0.502880121867511
0.0,0.3428992913454798
0.0,0.45694396273756765
0.0,0.4721035931931761
0.0,0.3164120690935557
0.0,0.3679080108916948
0.0,0.4184318689718042
0.0,0.2958804817323938
0.0,0.37101846371016334
0.0,0.26671790181249183
0.0,0.5091269802125662
0.0,0.24174705118829504
0.0,0.48565877020113224
0.0,0.39808332980794847
0.0,0.27615809539900216
0.0,0.461716966330736
0.0,0.5091016451605007
0.0,0.40582460851729196
0.0,0.2610713810063775
1.0,0.4627225721337861
0.0,0.32899000736286177
0.0,0.1601560561827078
0.0,0.2361506655926643
0.0,0.3596256393924864
0.0,0.30008259511659935
0.0,0.17858484527238577
0.0,0.2559894620057307
0.0,0.39960843133364476
0.0,0.4228986571587644
0.0,0.20752948483879935
0.0,0.5042342948179713
0.0,0.4796680435517986
0.0,0.35514988568087547
0.0,0.36695836943847204
0.0,0.4213375516871375
0.0,0.3925471468318573
0.0,0.2989901551142857
0.0,0.5084917204977278
0.0,0.32162809011781257
0.0,0.1307605791105714
0.0,0.1074074033176647
0.0,0.21957514041624923
0.0,0.21932943099944097
0.0,0.3459541233540059
0.0,0.17830493723971197
0.0,0.1576490268906713
0.0,0.20291318540618458
0.0,0.4273278383609139
0.0,0.1999803986212093
0.0,0.2271158532915173
0.0,0.3584875516446342
0.0,0.2636095124426884
0.0,0.186843606794173
0.0,0.3585028123898929
0.0,0.3640492430410245
0.0,0.17439881950755753
0.0,0.448891032200463
0.0,0.4407877488412112
0.0,0.24475473749355883
0.0,0.10306646622158075
0.0,0.2911206738518739
0.0,0.46248547139173746
0.0,0.29222771663232605
0.0,0.41411978689613005
0.0,0.3142445789807203
0.0,0.36822893489623876
0.0,0.17830753069550015
0.0,0.40686117902714014
0.0,0.23378119274030854
0.0,0.1308462392238646
