y,prob
0,0.4585206750276927
0,0.5050369299746849
0,0.4186517353597525
0,0.4120570264152579
0,0.3755789967002096
0,0.5953867683136785
0,0.370287710146324
0,0.29927279820313324
0,0.2969998411230139
0,0.2664786236914428
0,0.433484439914291
0,0.32417011583173594
0,0.3462788970083803
0,0.4640729014535208
0,0.4584919065237045
0,0.5223481673243884
0,0.4359086429750597
0,0.2642664804651931
0,0.2982231269817095
0,0.10952916177543437
0,0.3442102253839776
0,0.3803290769055083
0,0.2377088963985443
0,0.30523614102118724
0,0.2460492863445669
0,0.21402403953913096
0,0.3330128847344501
0,0.33618806705281545
0,0.4679821564539058
0,0.3341740887310054
0,0.4439055442407325
0,0.3960290241080362
0,0.4081223256684639
0,0.409814440116689
0,0.1640496729193507
0,0.24198268394212466
0,0.2414712156798389
0,0.3309955339174013
0,0.4547231370532835
0,0.4746254348271602
0,0.17950767238397858
0,0.3970459876833735
0,0.30987404367408233
0,0.3768886411310853
0,0.3742399908400871
0,0.357775778383822
0,0.6092117315007223
0,0.5959724699323241
0,0.5395937125022348
0,0.2231077253818512
0,0.25123469682561383
0,0.32810256287858297
0,0.28865235762016195
0,0.16493119581325633
0,0.323688039908538
0,0.16504990893441274
0,0.13943077100289836
0,0.4236389512347208
0,0.14167315734399333
0,0.11909147211023274
0,0.23893552213101776
0,0.28860537768215744
0,0.21260607041217186
0,0.3427262382732855
0,0.12229798754324785
0,0.2799835143661177
0,0.2056480062168997
0,0.13467109283885434
0,0.2217944616804252
0,0.4962908700108528
0,0.1988251668375891
0,0.1999215809880076
0,0.2421244461391423
0,0.13102752775759308
0,0.586076814781975
0,0.18115453683846705
0,0.2618446672284925
0,0.1589170549366925
0,0.31061932122385183
0,0.17374223873421954
0,0.17154161752881225
0,0.4636980722079406
0,0.17086734965040873
0,0.2015460757790385
0,0.3182729941767615
0,0.1248694859646462
0,0.41880065041619374
0,0.14684297587420492
0,0.13939239044447205
0,0.2729622480031606
0,0.14792912715190165
0,0.08350819188195302
0,0.09045639553585573
0,0.2026244748283077
0,0.16824316414626872
0,0.13084290961961487
0,0.1611708620110074
0,0.3151122750462713
0,0.17821204179042094
0,0.09692456593384613
0,0.37435218762304334
0,0.08300706180366313
0,0.1860311595169274
0,0.24991044039661825
0,0.3879938375305485
0,0.6347408845416598
0,0.16612962291047384
0,0.30153935664408915
0,0.10983786228540783
0,0.248736326758926
0,0.2778601964583268
0,0.12250489801973907
0,0.31164730964480225
0,0.2274311370140797
0,0.08550709324914052
0,0.3753952569252735
0,0.4072744250297545
0,0.2838518643701399
0,0.22186204348061533
0,0.3823789841419941
0,0.18074491861704234
0,0.3021187911162505
0,0.10706934413394407
0,0.5273029548493591
0,0.5898246461072484
0,0.2276817999176077
0,0.26311024540179484
0,0.1340130905847292
0,0.3582074573716601
0,0.3133584349542051
0,0.3625786332665263
0,0.18630265545200653
0,0.10331140136396566
0,0.06666248553508036
0,0.1786096168530954
0,0.1837390677348988
0,0.23501835461403875
0,0.15474229547623042
0,0.2211556418521984
0,0.19763954346244395
0,0.06814094008626159
0,0.2894296863594571
0,0.12171334511524926
0,0.3215277197997313
0,0.14085201637164968
0,0.08128021697740295
0,0.24034157153722402
0,0.09875452921197224
0,0.08044431741173208
0,0.10898157229294647
0,0.12098241980011405
0,0.08207672351115458
0,0.16582982846208516
0,0.3456078542245401
0,0.1499616209719632
0,0.6865247802154437
0,0.6966178896459374
0,0.26392795830159577
0,0.2361778922983117
0,0.6297242013183799
0,0.21408070341960805
0,0.12504784642039124
0,0.2332162800672893
0,0.6430205523565009
0,0.1509768431251114
0,0.2657880863627872
0,0.07497620904767832
0,0.07031473920151997
0,0.17896701033050955
0,0.09752852530092804
0,0.11825299263000487
0,0.2499018194707664
0,0.2428167500608677
0,0.23277569300419576
0,0.08275668282766603
0,0.2712491500015194
0,0.5008305633390272
0,0.32802513362588104
0,0.20891884694228305
0,0.3834793503220016
0,0.2612742000334972
0,0.12493957216675222
0,0.2621630450358262
0,0.1111802128521172
0,0.2927269250959963
0,0.4104209820160993
0,0.4509599603511192
0,0.2914212684373598
0,0.04183853639138714
0,0.2173565078426052
0,0.27922940254211426
0,0.22288378670408915
0,0.2617536461031115
0,0.16978273198411276
0,0.5765585273101523
0,0.2576003006181201
0,0.15619324510161936
0,0.13421658648026955
0,0.39592524678320495
0,0.26071821757265035
0,0.2328848854915516
0,0.2191678809153067
0,0.1866929482769321
0,0.12552109119054433
0,0.2989373124531798
0,0.2778749530379837
0,0.24368757281351736
0,0.31322382108585256
0,0.3829499628092792
0,0.2509648336752041
0,0.2921023787678899
0,0.0906645816725653
0,0.41145013997683655
0,0.2991393168230314
0,0.3019522076120248
0,0.2842296949914984
0,0.5970267490357966
0,0.3958715812580006
0,0.14810437447315938
0,0.1121065197764216
0,0.13736679747297953
0,0.3823444150589608
0,0.3911630756951667
0,0.2659828952840857
0,0.4963180966473914
0,0.2444596878580145
0,0.1734241770731436
0,0.09937201963888632
0,0.19223295675741656
0,0.17640196310507286
0,0.3860470354557037
0,0.16133919277706665
0,0.18552605042586456
0,0.3258308848819217
0,0.2790748919989612
0,0.05302357029270477
0,0.12750821178023874
0,0.15255927072988973
0,0.1792634612805134
0,0.08160376387673451
0,0.3692315156395369
0,0.2416539836574245
0,0.20926591190131932
0,0.19061748401538747
0,0.14339963487676674
0,0.2651782398288315
0,0.5656378941761481
0,0.30738975429857096
0,0.12875270199131314
0,0.4167999800395321
0,0.0950260629525056
0,0.2188415656218657
0,0.19268373379836207
0,0.12271103987822662
0,0.3850086073617678
0,0.3606092736527726
0,0.12697051787698588
0,0.0966329816225413
0,0.1064312055304244
0,0.3735915678175721
0,0.5879070577589239
0,0.1497969885130186
0,0.3104930650946256
0,0.15037251646454275
0,0.1575963650200818
0,0.2392788050142495
0,0.4372832380436562
0,0.1639860256298168
0,0.2026339994894492
0,0.2033847699294219
0,0.26237564392991963
0,0.249532466804659
0,0.1062489071407834
0,0.08095229235855306
0,0.3537562618384489
0,0.07697058771107645
0,0.10477415613225992
0,0.3411547259704487
0,0.2625795385322055
0,0.2894906923174858
0,0.1968907649452621
0,0.13450538145529256
0,0.1582184055367032
0,0.12819240141559296
0,0.18321334107502085
0,0.25237253549936656
0,0.2484371412444759
