y,proba
1.0,0.6373866237658206
1.0,0.6351650448158641
1.0,0.7665855865120033
1.0,0.7245642294966452
1.0,0.8891988000338785
1.0,0.6016002164626768
1.0,0.6663225797608214
1.0,0.5670120690928357
1.0,0.6502302984736439
1.0,0.829345546224893
1.0,0.587651767794799
1.0,0.8385220454950837
1.0,0.8258256222086358
1.0,0.6754981115497111
1.0,0.6674238909165087
1.0,0.5830382526004361
1.0,0.6941178982737743
1.0,0.6982278634850806
1.0,0.5143759250001354
1.0,0.511865539049447
1.0,0.5693376919131107
1.0,0.5664806516380112
1.0,0.6371473961924938
1.0,0.755482568935378
1.0,0.6929698517176817
1.0,0.7661689825735853
1.0,0.5632779482742258
1.0,0.8372099556958508
1.0,0.5809158030642513
1.0,0.5567773954653294
1.0,0.804078656735244
1.0,0.5840368820951208
1.0,0.668584594357464
1.0,0.7670676858626078
1.0,0.6091170153472177
1.0,0.5092846997811341
1.0,0.8700085019170322
1.0,0.8532220412575242
1.0,0.5487851940432609
0.0,0.6232852655014806
1.0,0.6936013518913329
1.0,0.7469587461219462
1.0,0.6500282441862083
1.0,0.7477184605849838
1.0,0.6886648112068445
1.0,0.685968045762201
1.0,0.5604167707383825
1.0,0.7283918978210961
1.0,0.5691716497464653
1.0,0.601406101501949
1.0,0.7812469156161366
1.0,0.5350254593197912
1.0,0.892617222015841
1.0,0.8607700689471443
1.0,0.842077424707016
1.0,0.7239466922042899
1.0,0.62855398134608
1.0,0.8276415200368388
1.0,0.835089145555496
1.0,0.5754944869417702
1.0,0.7204230853600181
1.0,0.6831932382631092
1.0,0.7373796352984398
1.0,0.6352449129357518
1.0,0.7136699180809172
1.0,0.6824600297079064
1.0,0.5907555501308366
1.0,0.6363198089983239
1.0,0.8270335030339495
1.0,0.5303813066279862
1.0,0.8979774805646095
1.0,0.6901818457168464
1.0,0.6010384907319729
1.0,0.6664276297408784
1.0,0.7316406551247978
1.0,0.8403284231599629
1.0,0.5639471048813812
1.0,0.7828161142773492
1.0,0.5096704522650177
1.0,0.8407296901077435
1.0,0.6765651512131088
1.0,0.8539042682953042
1.0,0.6673000059595299
1.0,0.8889601454846363
1.0,0.5310719266470126
1.0,0.8622790204237416
1.0,0.6793163067159971
1.0,0.6462505665620117
1.0,0.5741943957149993
1.0,0.6869984391751591
1.0,0.5906363015867736
1.0,0.5231093411228085
1.0,0.8272249199687172
1.0,0.7076880712095923
1.0,0.5935592686245083
1.0,0.7387872798002932
